5	0.5	INQ	1.8654	1.2733	0.49438	
10	0.5	INQ	2.0737	1.4803	0.48691	
15	0.5	INQ	2.1304	1.5309	0.48669	
20	0.5	INQ	2.1461	1.5762	0.48405	
25	0.5	INQ	2.1553	1.5918	0.48317	
30	0.5	INQ	2.1644	1.6015	0.48187	
35	0.5	INQ	2.2049	1.6388	0.48216	
40	0.5	INQ	2.2053	1.6427	0.48168	
45	0.5	INQ	2.2224	1.6469	0.48222	
50	0.5	INQ	2.2278	1.6672	0.48191	
