5	1	ISLIP	21.964	17.502	0.90422	
10	1	ISLIP	24.647	21.077	0.80678	
15	1	ISLIP	26.722	23.596	0.74445	
20	1	ISLIP	27.926	25.355	0.71266	
25	1	ISLIP	28.684	25.947	0.69347	
30	1	ISLIP	29.326	27.213	0.67816	
35	1	ISLIP	29.827	28.486	0.66682	
40	1	ISLIP	30.188	28.912	0.6588	
45	1	ISLIP	30.47	30.077	0.65278	
50	1	ISLIP	30.688	30.424	0.64808	
