5	0.5	KOUQ	1.3526	0.58887	0.4955	0.00054	
10	0.5	KOUQ	1.3838	0.61235	0.49337	0	
15	0.5	KOUQ	1.3942	0.61955	0.49334	0	
20	0.5	KOUQ	1.3994	0.62256	0.49364	0	
25	0.5	KOUQ	1.3958	0.62083	0.49288	0	
30	0.5	KOUQ	1.3992	0.62405	0.49216	0	
35	0.5	KOUQ	1.4014	0.62549	0.4923	0	
40	0.5	KOUQ	1.4017	0.62542	0.49265	0	
45	0.5	KOUQ	1.4051	0.62762	0.49261	0	
50	0.5	KOUQ	1.4004	0.62487	0.49259	0	
