5	1	INQ	4.6698	1.8608	0.64214	
10	1	INQ	4.9029	2.158	0.61152	
15	1	INQ	4.987	2.2804	0.60127	
20	1	INQ	5.0203	2.3202	0.59728	
25	1	INQ	5.0358	2.3581	0.5954	
30	1	INQ	5.0367	2.3247	0.59534	
35	1	INQ	5.0564	2.3811	0.593	
40	1	INQ	5.0497	2.3473	0.59378	
45	1	INQ	5.0713	2.3895	0.59123	
50	1	INQ	5.0609	2.3838	0.59242	
