5	1	KOUQ	2.563	1.0965	0.90664	0	
10	1	KOUQ	2.5571	1.1017	0.89644	0	
15	1	KOUQ	2.5638	1.101	0.89093	0	
20	1	KOUQ	2.5636	1.1041	0.8895	0	
25	1	KOUQ	2.5621	1.1018	0.88916	0	
30	1	KOUQ	2.5574	1.1029	0.88762	0	
35	1	KOUQ	2.5582	1.1031	0.88792	0	
40	1	KOUQ	2.5642	1.1027	0.8864	0	
45	1	KOUQ	2.5556	1.1024	0.88656	0	
50	1	KOUQ	2.5618	1.1017	0.88619	0	
