5	0.5	KOUQ	1.2531	0.43481	0.48196	2e-05	
10	0.5	KOUQ	1.258	0.43752	0.47546	0	
15	0.5	KOUQ	1.266	0.44184	0.47615	0	
20	0.5	KOUQ	1.2704	0.44414	0.47514	0	
25	0.5	KOUQ	1.2688	0.44334	0.47409	0	
30	0.5	KOUQ	1.27	0.44396	0.47317	0	
35	0.5	KOUQ	1.2726	0.44531	0.47311	0	
40	0.5	KOUQ	1.2723	0.44513	0.47241	0	
45	0.5	KOUQ	1.2715	0.44471	0.47236	0	
50	0.5	KOUQ	1.2744	0.44622	0.47202	0	
