5	1	KOUQ	1.5427	0.49817	0.81728	0.00674	
10	1	KOUQ	1.5581	0.49855	0.79989	1e-05	
15	1	KOUQ	1.5637	0.49886	0.79695	0	
20	1	KOUQ	1.5541	0.49883	0.79388	0	
25	1	KOUQ	1.5773	0.49861	0.79306	0	
30	1	KOUQ	1.6042	0.49883	0.79123	0	
35	1	KOUQ	1.6128	0.49892	0.79006	0	
40	1	KOUQ	1.6232	0.4989	0.79013	0	
45	1	KOUQ	1.6425	0.49894	0.78971	0	
50	1	KOUQ	1.6522	0.49896	0.78839	0	
