5	1	KOUQ	2.0597	0.80443	0.8747	0	
10	1	KOUQ	2.0597	0.80666	0.86069	0	
15	1	KOUQ	2.0538	0.80724	0.85777	0	
20	1	KOUQ	2.0522	0.80653	0.85545	0	
25	1	KOUQ	2.0511	0.80786	0.85394	0	
30	1	KOUQ	2.0532	0.80816	0.85286	0	
35	1	KOUQ	2.0509	0.80836	0.85362	0	
40	1	KOUQ	2.0516	0.80751	0.85285	0	
45	1	KOUQ	2.0525	0.80789	0.85296	0	
50	1	KOUQ	2.0479	0.8083	0.8524	0	
